transaction_id,transaction_date,transaction_time,store_id,store_location,product_id,transaction_qty,unit_price,Total_Bill,product_category,product_type,product_detail,Size,Month Name,Day Name,Hour,Month,Day of Week
10452,19-01-2023,8:38:46,8,Hell's Kitchen,61,1,4.75,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Large,January,Thursday,8,1,3
10453,19-01-2023,8:38:46,8,Hell's Kitchen,70,1,3.25,3.25,Bakery,Scone,Cranberry Scone,Not Defined,January,Thursday,8,1,3
10454,19-01-2023,8:39:37,8,Hell's Kitchen,58,1,3.5,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,January,Thursday,8,1,3
10455,19-01-2023,8:40:12,8,Hell's Kitchen,43,2,3,6,Tea,Brewed herbal tea,Lemon Grass,Large,January,Thursday,8,1,3
10456,19-01-2023,8:40:42,8,Hell's Kitchen,54,2,2.5,5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,January,Thursday,8,1,3
10457,19-01-2023,8:40:42,8,Hell's Kitchen,74,1,3.5,3.5,Bakery,Biscotti,Ginger Biscotti,Not Defined,January,Thursday,8,1,3
10458,19-01-2023,8:41:26,8,Hell's Kitchen,39,2,4.25,8.5,Coffee,Barista Espresso,Latte,Regular,January,Thursday,8,1,3
10459,19-01-2023,8:42:32,8,Hell's Kitchen,58,2,3.5,7,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,January,Thursday,8,1,3
10460,19-01-2023,8:43:27,5,Lower Manhattan,40,1,3.75,3.75,Coffee,Barista Espresso,Cappuccino,Not Defined,January,Thursday,8,1,3
10461,19-01-2023,8:43:27,5,Lower Manhattan,64,2,0.8,1.6,Flavours,Regular syrup,Hazelnut syrup,Not Defined,January,Thursday,8,1,3
10462,19-01-2023,8:43:27,5,Lower Manhattan,76,1,3.5,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Not Defined,January,Thursday,8,1,3
10463,19-01-2023,8:45:12,8,Hell's Kitchen,24,1,3,3,Coffee,Drip coffee,Our Old Time Diner Blend,Large,January,Thursday,8,1,3
10464,19-01-2023,8:45:12,8,Hell's Kitchen,76,1,3.5,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Not Defined,January,Thursday,8,1,3
10465,19-01-2023,8:48:00,5,Lower Manhattan,57,2,3.1,6.2,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Large,January,Thursday,8,1,3
10466,19-01-2023,8:49:25,8,Hell's Kitchen,55,2,4,8,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,January,Thursday,8,1,3
10467,19-01-2023,8:49:25,8,Hell's Kitchen,73,1,3.75,3.75,Bakery,Pastry,Almond Croissant,Not Defined,January,Thursday,8,1,3
10468,19-01-2023,8:50:56,3,Astoria,41,1,4.25,4.25,Coffee,Barista Espresso,Cappuccino,Large,January,Thursday,8,1,3
10469,19-01-2023,8:50:56,3,Astoria,64,1,0.8,0.8,Flavours,Regular syrup,Hazelnut syrup,Not Defined,January,Thursday,8,1,3
10470,19-01-2023,8:53:35,8,Hell's Kitchen,49,2,3,6,Tea,Brewed Black tea,English Breakfast,Large,January,Thursday,8,1,3
10471,19-01-2023,8:53:35,8,Hell's Kitchen,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,January,Thursday,8,1,3
10472,19-01-2023,8:57:06,8,Hell's Kitchen,59,2,4.5,9,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,January,Thursday,8,1,3
10473,19-01-2023,8:58:39,5,Lower Manhattan,60,2,3.75,7.5,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,January,Thursday,8,1,3
10474,19-01-2023,9:00:12,8,Hell's Kitchen,25,1,2.2,2.2,Coffee,Organic brewed coffee,Brazilian,Small,January,Thursday,9,1,3
10475,19-01-2023,9:00:12,8,Hell's Kitchen,2,1,18,18,Coffee beans,House blend Beans,Our Old Time Diner Blend,Not Defined,January,Thursday,9,1,3
10476,19-01-2023,9:02:02,3,Astoria,40,2,3.75,7.5,Coffee,Barista Espresso,Cappuccino,Not Defined,January,Thursday,9,1,3
10477,19-01-2023,9:02:02,3,Astoria,84,2,0.8,1.6,Flavours,Regular syrup,Chocolate syrup,Not Defined,January,Thursday,9,1,3
10478,19-01-2023,9:03:38,3,Astoria,42,1,2.5,2.5,Tea,Brewed herbal tea,Lemon Grass,Regular,January,Thursday,9,1,3
10479,19-01-2023,9:04:16,5,Lower Manhattan,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,January,Thursday,9,1,3
10480,19-01-2023,9:04:17,8,Hell's Kitchen,47,1,3,3,Tea,Brewed Green tea,Serenity Green Tea,Large,January,Thursday,9,1,3
10481,19-01-2023,9:04:32,8,Hell's Kitchen,26,1,3,3,Coffee,Organic brewed coffee,Brazilian,Regular,January,Thursday,9,1,3
10482,19-01-2023,9:04:32,8,Hell's Kitchen,77,1,3,3,Bakery,Scone,Oatmeal Scone,Not Defined,January,Thursday,9,1,3
10483,19-01-2023,9:06:15,8,Hell's Kitchen,87,1,2.1,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,Not Defined,January,Thursday,9,1,3
10484,19-01-2023,9:06:15,8,Hell's Kitchen,73,1,3.75,3.75,Bakery,Pastry,Almond Croissant,Not Defined,January,Thursday,9,1,3
10485,19-01-2023,9:06:15,8,Hell's Kitchen,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,January,Thursday,9,1,3
10486,19-01-2023,9:07:16,8,Hell's Kitchen,39,1,4.25,4.25,Coffee,Barista Espresso,Latte,Regular,January,Thursday,9,1,3
10487,19-01-2023,9:07:16,8,Hell's Kitchen,78,1,4.5,4.5,Bakery,Scone,Scottish Cream Scone,Not Defined,January,Thursday,9,1,3
10488,19-01-2023,9:09:42,5,Lower Manhattan,28,1,2,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Small,January,Thursday,9,1,3
10489,19-01-2023,9:10:00,3,Astoria,36,1,3.75,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,January,Thursday,9,1,3
10490,19-01-2023,9:10:52,5,Lower Manhattan,43,2,3,6,Tea,Brewed herbal tea,Lemon Grass,Large,January,Thursday,9,1,3
10491,19-01-2023,9:13:50,3,Astoria,25,1,2.2,2.2,Coffee,Organic brewed coffee,Brazilian,Small,January,Thursday,9,1,3
10492,19-01-2023,9:14:54,8,Hell's Kitchen,87,1,2.1,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,Not Defined,January,Thursday,9,1,3
10493,19-01-2023,9:14:54,8,Hell's Kitchen,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,January,Thursday,9,1,3
10494,19-01-2023,9:15:55,8,Hell's Kitchen,26,2,3,6,Coffee,Organic brewed coffee,Brazilian,Regular,January,Thursday,9,1,3
10495,19-01-2023,9:16:41,8,Hell's Kitchen,29,1,2.5,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,January,Thursday,9,1,3
10496,19-01-2023,9:16:41,8,Hell's Kitchen,77,1,3,3,Bakery,Scone,Oatmeal Scone,Not Defined,January,Thursday,9,1,3
10497,19-01-2023,9:17:19,3,Astoria,34,2,2.45,4.9,Coffee,Premium brewed coffee,Jamaican Coffee River,Small,January,Thursday,9,1,3
10498,19-01-2023,9:17:40,3,Astoria,24,1,3,3,Coffee,Drip coffee,Our Old Time Diner Blend,Large,January,Thursday,9,1,3
10499,19-01-2023,9:17:40,3,Astoria,11,1,8.95,8.95,Loose Tea,Herbal tea,Lemon Grass,Not Defined,January,Thursday,9,1,3
10500,19-01-2023,9:17:46,3,Astoria,28,2,2,4,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Small,January,Thursday,9,1,3
10501,19-01-2023,9:18:37,3,Astoria,60,2,3.75,7.5,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,January,Thursday,9,1,3
10502,19-01-2023,9:18:37,3,Astoria,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,January,Thursday,9,1,3
10503,19-01-2023,9:21:45,3,Astoria,48,1,2.5,2.5,Tea,Brewed Black tea,English Breakfast,Regular,January,Thursday,9,1,3
10504,19-01-2023,9:22:24,5,Lower Manhattan,37,2,3,6,Coffee,Barista Espresso,Espresso shot,Not Defined,January,Thursday,9,1,3
10505,19-01-2023,9:22:24,5,Lower Manhattan,84,1,0.8,0.8,Flavours,Regular syrup,Chocolate syrup,Not Defined,January,Thursday,9,1,3
10506,19-01-2023,9:22:24,5,Lower Manhattan,78,1,4.5,4.5,Bakery,Scone,Scottish Cream Scone,Not Defined,January,Thursday,9,1,3
10507,19-01-2023,9:22:24,5,Lower Manhattan,76,1,3.5,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Not Defined,January,Thursday,9,1,3
10508,19-01-2023,9:22:39,5,Lower Manhattan,41,1,4.25,4.25,Coffee,Barista Espresso,Cappuccino,Large,January,Thursday,9,1,3
10509,19-01-2023,9:22:39,5,Lower Manhattan,65,2,0.8,1.6,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Not Defined,January,Thursday,9,1,3
10510,19-01-2023,9:22:39,5,Lower Manhattan,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,January,Thursday,9,1,3
10511,19-01-2023,9:23:04,8,Hell's Kitchen,26,2,3,6,Coffee,Organic brewed coffee,Brazilian,Regular,January,Thursday,9,1,3
10512,19-01-2023,9:23:04,8,Hell's Kitchen,74,1,3.5,3.5,Bakery,Biscotti,Ginger Biscotti,Not Defined,January,Thursday,9,1,3
10513,19-01-2023,9:23:08,8,Hell's Kitchen,47,2,3,6,Tea,Brewed Green tea,Serenity Green Tea,Large,January,Thursday,9,1,3
10514,19-01-2023,9:23:22,5,Lower Manhattan,53,1,3,3,Tea,Brewed Chai tea,Traditional Blend Chai,Large,January,Thursday,9,1,3
10515,19-01-2023,9:23:40,5,Lower Manhattan,42,2,2.5,5,Tea,Brewed herbal tea,Lemon Grass,Regular,January,Thursday,9,1,3
10516,19-01-2023,9:26:29,3,Astoria,28,2,2,4,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Small,January,Thursday,9,1,3
10517,19-01-2023,9:26:29,3,Astoria,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,January,Thursday,9,1,3
10518,19-01-2023,9:26:48,3,Astoria,28,2,2,4,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Small,January,Thursday,9,1,3
10519,19-01-2023,9:27:51,5,Lower Manhattan,22,1,2,2,Coffee,Drip coffee,Our Old Time Diner Blend,Small,January,Thursday,9,1,3
10520,19-01-2023,9:29:30,8,Hell's Kitchen,43,1,3,3,Tea,Brewed herbal tea,Lemon Grass,Large,January,Thursday,9,1,3
10521,19-01-2023,9:31:15,3,Astoria,41,2,4.25,8.5,Coffee,Barista Espresso,Cappuccino,Large,January,Thursday,9,1,3
10522,19-01-2023,9:31:15,3,Astoria,63,1,0.8,0.8,Flavours,Regular syrup,Carmel syrup,Not Defined,January,Thursday,9,1,3
10523,19-01-2023,9:31:15,3,Astoria,76,1,3.5,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Not Defined,January,Thursday,9,1,3
10524,19-01-2023,9:31:30,3,Astoria,55,1,4,4,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,January,Thursday,9,1,3
10525,19-01-2023,9:32:05,3,Astoria,59,2,4.5,9,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,January,Thursday,9,1,3
10526,19-01-2023,9:32:15,5,Lower Manhattan,55,2,4,8,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,January,Thursday,9,1,3
10527,19-01-2023,9:33:22,8,Hell's Kitchen,57,1,3.1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Large,January,Thursday,9,1,3
10528,19-01-2023,9:36:07,3,Astoria,44,2,2.5,5,Tea,Brewed herbal tea,Peppermint,Regular,January,Thursday,9,1,3
10529,19-01-2023,9:36:07,3,Astoria,70,1,3.25,3.25,Bakery,Scone,Cranberry Scone,Not Defined,January,Thursday,9,1,3
10530,19-01-2023,9:37:59,8,Hell's Kitchen,25,2,2.2,4.4,Coffee,Organic brewed coffee,Brazilian,Small,January,Thursday,9,1,3
10531,19-01-2023,9:38:56,3,Astoria,41,1,4.25,4.25,Coffee,Barista Espresso,Cappuccino,Large,January,Thursday,9,1,3
10532,19-01-2023,9:38:56,3,Astoria,3,1,14.75,14.75,Coffee beans,Espresso Beans,Espresso Roast,Not Defined,January,Thursday,9,1,3
10533,19-01-2023,9:39:01,5,Lower Manhattan,36,2,3.75,7.5,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,January,Thursday,9,1,3
10534,19-01-2023,9:39:03,3,Astoria,33,2,3.5,7,Coffee,Gourmet brewed coffee,Ethiopia,Large,January,Thursday,9,1,3
10535,19-01-2023,9:46:06,3,Astoria,37,1,3,3,Coffee,Barista Espresso,Espresso shot,Not Defined,January,Thursday,9,1,3
10536,19-01-2023,9:46:06,3,Astoria,69,1,3.25,3.25,Bakery,Biscotti,Hazelnut Biscotti,Not Defined,January,Thursday,9,1,3
10537,19-01-2023,9:46:39,8,Hell's Kitchen,31,1,2.2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Small,January,Thursday,9,1,3
10538,19-01-2023,9:47:55,5,Lower Manhattan,24,1,3,3,Coffee,Drip coffee,Our Old Time Diner Blend,Large,January,Thursday,9,1,3
10539,19-01-2023,9:47:55,5,Lower Manhattan,74,1,3.5,3.5,Bakery,Biscotti,Ginger Biscotti,Not Defined,January,Thursday,9,1,3
10540,19-01-2023,9:50:31,5,Lower Manhattan,42,2,2.5,5,Tea,Brewed herbal tea,Lemon Grass,Regular,January,Thursday,9,1,3
10541,19-01-2023,9:50:59,8,Hell's Kitchen,36,2,3.75,7.5,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,January,Thursday,9,1,3
10542,19-01-2023,9:53:10,3,Astoria,42,2,2.5,5,Tea,Brewed herbal tea,Lemon Grass,Regular,January,Thursday,9,1,3
10543,19-01-2023,9:54:14,3,Astoria,48,1,2.5,2.5,Tea,Brewed Black tea,English Breakfast,Regular,January,Thursday,9,1,3
10544,19-01-2023,9:54:18,5,Lower Manhattan,48,1,2.5,2.5,Tea,Brewed Black tea,English Breakfast,Regular,January,Thursday,9,1,3
10545,19-01-2023,9:54:30,5,Lower Manhattan,39,1,4.25,4.25,Coffee,Barista Espresso,Latte,Regular,January,Thursday,9,1,3
10546,19-01-2023,9:54:30,5,Lower Manhattan,64,2,0.8,1.6,Flavours,Regular syrup,Hazelnut syrup,Not Defined,January,Thursday,9,1,3
10547,19-01-2023,9:55:20,5,Lower Manhattan,26,1,3,3,Coffee,Organic brewed coffee,Brazilian,Regular,January,Thursday,9,1,3
10548,19-01-2023,9:56:30,5,Lower Manhattan,43,1,3,3,Tea,Brewed herbal tea,Lemon Grass,Large,January,Thursday,9,1,3
10549,19-01-2023,9:56:38,3,Astoria,27,1,3.5,3.5,Coffee,Organic brewed coffee,Brazilian,Large,January,Thursday,9,1,3
10550,19-01-2023,9:56:38,3,Astoria,35,1,3.1,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Regular,January,Thursday,9,1,3
10551,19-01-2023,9:57:01,3,Astoria,29,2,2.5,5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,January,Thursday,9,1,3
10552,19-01-2023,9:59:05,3,Astoria,58,2,3.5,7,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,January,Thursday,9,1,3
10553,19-01-2023,9:59:35,3,Astoria,31,2,2.2,4.4,Coffee,Gourmet brewed coffee,Ethiopia,Small,January,Thursday,9,1,3
10554,19-01-2023,9:59:48,3,Astoria,36,2,3.75,7.5,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,January,Thursday,9,1,3
10555,19-01-2023,9:59:48,3,Astoria,76,1,3.5,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Not Defined,January,Thursday,9,1,3
10556,19-01-2023,10:01:26,3,Astoria,31,2,2.2,4.4,Coffee,Gourmet brewed coffee,Ethiopia,Small,January,Thursday,10,1,3
10557,19-01-2023,10:01:41,8,Hell's Kitchen,58,1,3.5,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,January,Thursday,10,1,3
10558,19-01-2023,10:03:23,8,Hell's Kitchen,48,1,2.5,2.5,Tea,Brewed Black tea,English Breakfast,Regular,January,Thursday,10,1,3
10559,19-01-2023,10:03:23,8,Hell's Kitchen,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,January,Thursday,10,1,3
10560,19-01-2023,10:05:08,3,Astoria,29,1,2.5,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,January,Thursday,10,1,3
10561,19-01-2023,10:05:46,8,Hell's Kitchen,49,2,3,6,Tea,Brewed Black tea,English Breakfast,Large,January,Thursday,10,1,3
10562,19-01-2023,10:05:46,8,Hell's Kitchen,77,1,3,3,Bakery,Scone,Oatmeal Scone,Not Defined,January,Thursday,10,1,3
10563,19-01-2023,10:06:27,8,Hell's Kitchen,47,2,3,6,Tea,Brewed Green tea,Serenity Green Tea,Large,January,Thursday,10,1,3
10564,19-01-2023,10:08:24,3,Astoria,56,1,2.55,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Regular,January,Thursday,10,1,3
10565,19-01-2023,10:08:24,3,Astoria,70,1,3.25,3.25,Bakery,Scone,Cranberry Scone,Not Defined,January,Thursday,10,1,3
10566,19-01-2023,10:08:34,3,Astoria,34,1,2.45,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Small,January,Thursday,10,1,3
10567,19-01-2023,10:09:23,8,Hell's Kitchen,37,1,3,3,Coffee,Barista Espresso,Espresso shot,Not Defined,January,Thursday,10,1,3
10568,19-01-2023,10:09:23,8,Hell's Kitchen,63,2,0.8,1.6,Flavours,Regular syrup,Carmel syrup,Not Defined,January,Thursday,10,1,3
10569,19-01-2023,10:09:23,8,Hell's Kitchen,10,1,10,10,Coffee beans,Green beans,Guatemalan Sustainably Grown,Not Defined,January,Thursday,10,1,3
10570,19-01-2023,10:12:23,5,Lower Manhattan,23,2,2.5,5,Coffee,Drip coffee,Our Old Time Diner Blend,Regular,January,Thursday,10,1,3
10571,19-01-2023,10:15:21,3,Astoria,45,2,3,6,Tea,Brewed herbal tea,Peppermint,Large,January,Thursday,10,1,3
10572,19-01-2023,10:15:21,3,Astoria,76,1,3.5,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Not Defined,January,Thursday,10,1,3
10573,19-01-2023,10:15:41,3,Astoria,46,2,2.5,5,Tea,Brewed Green tea,Serenity Green Tea,Regular,January,Thursday,10,1,3
10574,19-01-2023,10:17:33,8,Hell's Kitchen,37,2,3,6,Coffee,Barista Espresso,Espresso shot,Not Defined,January,Thursday,10,1,3
10575,19-01-2023,10:17:33,8,Hell's Kitchen,63,1,0.8,0.8,Flavours,Regular syrup,Carmel syrup,Not Defined,January,Thursday,10,1,3
10576,19-01-2023,10:17:33,8,Hell's Kitchen,76,1,3.5,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Not Defined,January,Thursday,10,1,3
10577,19-01-2023,10:17:34,8,Hell's Kitchen,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,January,Thursday,10,1,3
10578,19-01-2023,10:17:34,8,Hell's Kitchen,73,1,3.75,3.75,Bakery,Pastry,Almond Croissant,Not Defined,January,Thursday,10,1,3
10579,19-01-2023,10:19:23,3,Astoria,61,1,4.75,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Large,January,Thursday,10,1,3
10580,19-01-2023,10:20:02,3,Astoria,29,1,2.5,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,January,Thursday,10,1,3
10581,19-01-2023,10:20:10,8,Hell's Kitchen,55,2,4,8,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,January,Thursday,10,1,3
10582,19-01-2023,10:21:25,3,Astoria,22,1,2,2,Coffee,Drip coffee,Our Old Time Diner Blend,Small,January,Thursday,10,1,3
10583,19-01-2023,10:21:47,8,Hell's Kitchen,29,1,2.5,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,January,Thursday,10,1,3
10584,19-01-2023,10:21:59,5,Lower Manhattan,27,2,3.5,7,Coffee,Organic brewed coffee,Brazilian,Large,January,Thursday,10,1,3
10585,19-01-2023,10:23:32,8,Hell's Kitchen,42,1,2.5,2.5,Tea,Brewed herbal tea,Lemon Grass,Regular,January,Thursday,10,1,3
10586,19-01-2023,10:23:46,3,Astoria,31,1,2.2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Small,January,Thursday,10,1,3
10587,19-01-2023,10:23:46,3,Astoria,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,January,Thursday,10,1,3
10588,19-01-2023,10:24:23,8,Hell's Kitchen,57,2,3.1,6.2,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Large,January,Thursday,10,1,3
10589,19-01-2023,10:24:23,8,Hell's Kitchen,9,1,22.5,22.5,Coffee beans,Organic Beans,Organic Decaf Blend,Not Defined,January,Thursday,10,1,3
10590,19-01-2023,10:24:58,3,Astoria,51,2,3,6,Tea,Brewed Black tea,Earl Grey,Large,January,Thursday,10,1,3
10591,19-01-2023,10:24:58,3,Astoria,74,1,3.5,3.5,Bakery,Biscotti,Ginger Biscotti,Not Defined,January,Thursday,10,1,3
10592,19-01-2023,10:27:17,3,Astoria,37,1,3,3,Coffee,Barista Espresso,Espresso shot,Not Defined,January,Thursday,10,1,3
10593,19-01-2023,10:27:17,3,Astoria,84,1,0.8,0.8,Flavours,Regular syrup,Chocolate syrup,Not Defined,January,Thursday,10,1,3
10594,19-01-2023,10:27:17,3,Astoria,70,1,3.25,3.25,Bakery,Scone,Cranberry Scone,Not Defined,January,Thursday,10,1,3
10595,19-01-2023,10:27:34,3,Astoria,32,2,3,6,Coffee,Gourmet brewed coffee,Ethiopia,Regular,January,Thursday,10,1,3
10596,19-01-2023,10:27:34,3,Astoria,76,1,3.5,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Not Defined,January,Thursday,10,1,3
10597,19-01-2023,10:30:23,5,Lower Manhattan,41,1,4.25,4.25,Coffee,Barista Espresso,Cappuccino,Large,January,Thursday,10,1,3
10598,19-01-2023,10:30:23,5,Lower Manhattan,84,2,0.8,1.6,Flavours,Regular syrup,Chocolate syrup,Not Defined,January,Thursday,10,1,3
10599,19-01-2023,10:30:31,8,Hell's Kitchen,22,2,2,4,Coffee,Drip coffee,Our Old Time Diner Blend,Small,January,Thursday,10,1,3
10600,19-01-2023,10:30:31,8,Hell's Kitchen,15,1,9.25,9.25,Loose Tea,Green tea,Serenity Green Tea,Not Defined,January,Thursday,10,1,3
10601,19-01-2023,10:30:51,3,Astoria,54,2,2.5,5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,January,Thursday,10,1,3
10602,19-01-2023,10:31:46,3,Astoria,39,2,4.25,8.5,Coffee,Barista Espresso,Latte,Regular,January,Thursday,10,1,3
10603,19-01-2023,10:31:46,3,Astoria,84,1,0.8,0.8,Flavours,Regular syrup,Chocolate syrup,Not Defined,January,Thursday,10,1,3
10604,19-01-2023,10:31:46,3,Astoria,75,1,3.5,3.5,Bakery,Pastry,Croissant,Not Defined,January,Thursday,10,1,3
10605,19-01-2023,10:32:29,5,Lower Manhattan,31,2,2.2,4.4,Coffee,Gourmet brewed coffee,Ethiopia,Small,January,Thursday,10,1,3
10606,19-01-2023,10:32:29,5,Lower Manhattan,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,January,Thursday,10,1,3
10607,19-01-2023,10:32:51,5,Lower Manhattan,56,1,2.55,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Regular,January,Thursday,10,1,3
10608,19-01-2023,10:34:03,3,Astoria,58,1,3.5,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,January,Thursday,10,1,3
10609,19-01-2023,10:34:04,3,Astoria,40,2,3.75,7.5,Coffee,Barista Espresso,Cappuccino,Not Defined,January,Thursday,10,1,3
10610,19-01-2023,10:34:04,3,Astoria,63,2,0.8,1.6,Flavours,Regular syrup,Carmel syrup,Not Defined,January,Thursday,10,1,3
10611,19-01-2023,10:34:04,3,Astoria,20,1,7.6,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Not Defined,January,Thursday,10,1,3
10612,19-01-2023,10:36:20,3,Astoria,41,2,4.25,8.5,Coffee,Barista Espresso,Cappuccino,Large,January,Thursday,10,1,3
10613,19-01-2023,10:36:20,3,Astoria,84,1,0.8,0.8,Flavours,Regular syrup,Chocolate syrup,Not Defined,January,Thursday,10,1,3
10614,19-01-2023,10:36:20,3,Astoria,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,January,Thursday,10,1,3
10615,19-01-2023,10:37:25,5,Lower Manhattan,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,January,Thursday,10,1,3
10616,19-01-2023,10:37:25,5,Lower Manhattan,69,1,3.25,3.25,Bakery,Biscotti,Hazelnut Biscotti,Not Defined,January,Thursday,10,1,3
10617,19-01-2023,10:38:07,5,Lower Manhattan,41,1,4.25,4.25,Coffee,Barista Espresso,Cappuccino,Large,January,Thursday,10,1,3
10618,19-01-2023,10:38:07,5,Lower Manhattan,63,1,0.8,0.8,Flavours,Regular syrup,Carmel syrup,Not Defined,January,Thursday,10,1,3
10619,19-01-2023,10:39:19,3,Astoria,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,January,Thursday,10,1,3
10620,19-01-2023,10:39:43,8,Hell's Kitchen,24,1,3,3,Coffee,Drip coffee,Our Old Time Diner Blend,Large,January,Thursday,10,1,3
10621,19-01-2023,10:39:43,8,Hell's Kitchen,75,1,3.5,3.5,Bakery,Pastry,Croissant,Not Defined,January,Thursday,10,1,3
10622,19-01-2023,10:41:35,3,Astoria,28,1,2,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Small,January,Thursday,10,1,3
10623,19-01-2023,10:42:49,5,Lower Manhattan,46,2,2.5,5,Tea,Brewed Green tea,Serenity Green Tea,Regular,January,Thursday,10,1,3
10624,19-01-2023,10:42:54,8,Hell's Kitchen,42,2,2.5,5,Tea,Brewed herbal tea,Lemon Grass,Regular,January,Thursday,10,1,3
10625,19-01-2023,10:44:40,3,Astoria,59,2,4.5,9,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,January,Thursday,10,1,3
10626,19-01-2023,10:45:43,8,Hell's Kitchen,44,2,2.5,5,Tea,Brewed herbal tea,Peppermint,Regular,January,Thursday,10,1,3
10627,19-01-2023,10:45:52,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,January,Thursday,10,1,3
10628,19-01-2023,10:45:55,8,Hell's Kitchen,50,1,2.5,2.5,Tea,Brewed Black tea,Earl Grey,Regular,January,Thursday,10,1,3
10629,19-01-2023,10:46:05,8,Hell's Kitchen,37,2,3,6,Coffee,Barista Espresso,Espresso shot,Not Defined,January,Thursday,10,1,3
10630,19-01-2023,10:48:43,5,Lower Manhattan,50,1,2.5,2.5,Tea,Brewed Black tea,Earl Grey,Regular,January,Thursday,10,1,3
10631,19-01-2023,10:48:43,5,Lower Manhattan,75,1,3.5,3.5,Bakery,Pastry,Croissant,Not Defined,January,Thursday,10,1,3
10632,19-01-2023,10:49:20,8,Hell's Kitchen,49,1,3,3,Tea,Brewed Black tea,English Breakfast,Large,January,Thursday,10,1,3
